檔案,類型,記錄Key,名稱,欄位,舊值,新值
EXCHANGE.INI,changed,1394,凜月冪巾Ⅲ,Name,凜月影束Ⅲ,凜月冪巾Ⅲ
EXCHANGE.INI,changed,1394,凜月冪巾Ⅲ,Reward1,31303,31293
EXCHANGE.INI,changed,2544,張飛封魂晶,Group,156,155
EXCHANGE.INI,changed,2544,張飛封魂晶,Material1,31827,31746
EXCHANGE.INI,changed,2544,張飛封魂晶,Material1Count,2,1
EXCHANGE.INI,changed,2544,張飛封魂晶,Name,交換唐布衣降神,張飛封魂晶
EXCHANGE.INI,changed,2544,張飛封魂晶,Reward1,31828,31659
EXCHANGE.INI,changed,1983,宇帝珮★,Material1,29535,29523
EXCHANGE.INI,changed,1983,宇帝珮★,Name,慧帝戒★,宇帝珮★
EXCHANGE.INI,changed,1983,宇帝珮★,Reward1,29536,29524
EXCHANGE.INI,changed,2217,拆解：黃天衣★☆,Material1,29591,29579
EXCHANGE.INI,changed,2217,拆解：黃天衣★☆,Name,拆解：黃韋足★☆,拆解：黃天衣★☆
EXCHANGE.INI,changed,2458,斧〔魔神破〕,EndTime,,2025-08-21 11:00
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Group,146,145
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Limit,,1
EXCHANGE.INI,changed,2458,斧〔魔神破〕,LimitVer,,2
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Material1,31709,30673
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Material1Count,2000,75
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Material2,,27978
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Material2Count,,150
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Material3,,29052
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Material3Count,,350
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Material4,,29274
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Material4Count,,350
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Name,恆山仙重鎮,斧〔魔神破〕
EXCHANGE.INI,changed,2458,斧〔魔神破〕,Reward1,31617,31560
EXCHANGE.INI,changed,2412,拆解：疆嶽盾★★★,Group,143,142
EXCHANGE.INI,changed,2412,拆解：疆嶽盾★★★,Material1,29414,29402
EXCHANGE.INI,changed,2412,拆解：疆嶽盾★★★,Name,拆解：武帝盔★★★,拆解：疆嶽盾★★★
EXCHANGE.INI,changed,2412,拆解：疆嶽盾★★★,Reward1Count,6,15
EXCHANGE.INI,changed,2351,黃月巾★★★,Material1,29587,29575
EXCHANGE.INI,changed,2351,黃月巾★★★,Name,黃鳴腕★★★,黃月巾★★★
EXCHANGE.INI,changed,2351,黃月巾★★★,Reward1,29588,29576
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Group,159,158
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material1,30673,31739
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material1Count,125,1
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material2,27978,
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material2Count,200,
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material3,29052,
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material3Count,375,
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material4,29273,
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material4Count,375,
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material5,29274,
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Material5Count,375,
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Name,金猊晉殿刀,降神：夏侯蘭之魂
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Reward1,31836,31832
EXCHANGE.INI,changed,2579,降神：夏侯蘭之魂,Reward1Count,1,10
EXCHANGE.INI,changed,3297,拆解：碧星靴☆,Group,200,199
EXCHANGE.INI,changed,3297,拆解：碧星靴☆,Material1,28815,28981
EXCHANGE.INI,changed,3297,拆解：碧星靴☆,Material1Count,3,1
EXCHANGE.INI,changed,3297,拆解：碧星靴☆,Material2,29053,
EXCHANGE.INI,changed,3297,拆解：碧星靴☆,Material2Count,6,
EXCHANGE.INI,changed,3297,拆解：碧星靴☆,Name,武座刃☆☆☆,拆解：碧星靴☆
EXCHANGE.INI,changed,3297,拆解：碧星靴☆,Reward1,28816,29053
EXCHANGE.INI,changed,3297,拆解：碧星靴☆,Reward1Count,1,9
EXCHANGE.INI,changed,2971,星玄卦★★,Group,178,177
EXCHANGE.INI,changed,2971,星玄卦★★,Material1,28532,28448
EXCHANGE.INI,changed,2971,星玄卦★★,Material2Count,9,1
EXCHANGE.INI,changed,2971,星玄卦★★,Name,星兇鎧★★,星玄卦★★
EXCHANGE.INI,changed,2971,星玄卦★★,Reward1,28533,28449
EXCHANGE.INI,changed,892,校尉印信換錦囊,Group,43,42
EXCHANGE.INI,changed,892,校尉印信換錦囊,Material1,21405,21406
EXCHANGE.INI,changed,892,校尉印信換錦囊,Material1Count,5,1
EXCHANGE.INI,changed,892,校尉印信換錦囊,Name,惡鬼鼎,校尉印信換錦囊
EXCHANGE.INI,changed,892,校尉印信換錦囊,Reward1,21596,21448
EXCHANGE.INI,changed,2537,武魂：姜秀,Name,武魂：莫千千,武魂：姜秀
EXCHANGE.INI,changed,2537,武魂：姜秀,Reward1,30836,30838
EXCHANGE.INI,changed,1809,靜月簾衣Ⅲ,Material1,30407,30397
EXCHANGE.INI,changed,1809,靜月簾衣Ⅲ,Name,靜月織足Ⅲ,靜月簾衣Ⅲ
EXCHANGE.INI,changed,1809,靜月簾衣Ⅲ,Reward1,30408,30398
EXCHANGE.INI,changed,3031,衡星斗★★★,Material1,28365,28359
EXCHANGE.INI,changed,3031,衡星斗★★★,Name,商宿槍★★★,衡星斗★★★
EXCHANGE.INI,changed,3031,衡星斗★★★,Reward1,28366,28360
EXCHANGE.INI,changed,1800,龍韜簾綴Ⅲ,Material1,30362,30352
EXCHANGE.INI,changed,1800,龍韜簾綴Ⅲ,Name,七色蓮寶Ⅲ,龍韜簾綴Ⅲ
EXCHANGE.INI,changed,1800,龍韜簾綴Ⅲ,Reward1,30363,30353
EXCHANGE.INI,changed,2657,素還真換無雙降神,Material1,29652,29651
EXCHANGE.INI,changed,2657,素還真換無雙降神,Name,一頁書換孟祈降神,素還真換無雙降神
EXCHANGE.INI,changed,2657,素還真換無雙降神,Reward1,31883,31881
EXCHANGE.INI,changed,1088,武魂：關羽,Group,54,53
EXCHANGE.INI,changed,1088,武魂：關羽,Material1Count,30,15
EXCHANGE.INI,changed,1088,武魂：關羽,Name,武魂：紅夜,武魂：關羽
EXCHANGE.INI,changed,1088,武魂：關羽,Reward1,30830,30833
FACEWND.INI,added,2649,,,,ID=2649
FACEWND.INI,added,2646,,,,ID=2646
FACEWND.INI,added,2645,,,,ID=2645
FACEWND.INI,added,2648,,,,ID=2648
FACEWND.INI,added,2644,,,,ID=2644
FACEWND.INI,added,2647,,,,ID=2647
FACEWND.INI,added,2642,,,,ID=2642
FACEWND.INI,added,2643,,,,ID=2643
HERODEVELOPDROUP.INI,added,1128,花無缺,,,"ID=1128, Name=花無缺"
HERODEVELOPDROUP.INI,added,1132,？？？,,,"ID=1132, Name=？？？"
HERODEVELOPDROUP.INI,added,1133,？？？,,,"ID=1133, Name=？？？"
HERODEVELOPDROUP.INI,added,1127,江小魚,,,"ID=1127, Name=江小魚"
HERODEVELOPDROUP.INI,added,1129,？？？,,,"ID=1129, Name=？？？"
HERODEVELOPDROUP.INI,added,1130,？？？,,,"ID=1130, Name=？？？"
HERODEVELOPDROUP.INI,added,1131,？？？,,,"ID=1131, Name=？？？"
HERODEVELOPITEM_C.INI,added,125,？？？,,,"ID=125, Name=？？？, Group=4, Head=6137"
HERODEVELOPITEM_C.INI,added,126,？？？,,,"ID=126, Name=？？？, Group=4, Head=6137"
HERODEVELOPITEM_C.INI,added,127,？？？,,,"ID=127, Name=？？？, Group=4, Head=6137"
HERODEVELOPITEM_C.INI,added,128,？？？,,,"ID=128, Name=？？？, Group=4, Head=6137"
HERODEVELOPITEM_C.INI,added,123,花無缺,,,"ID=123, Name=花無缺, Group=4, Head=6197"
HERODEVELOPITEM_C.INI,added,124,？？？,,,"ID=124, Name=？？？, Group=4, Head=6137"
HERODEVELOPITEM_C.INI,added,122,江小魚,,,"ID=122, Name=江小魚, Group=4, Head=6196"
HERODEVELOPVICE.INI,added,83,蝦兵蟹將,,,"ID=83, Name=蝦兵蟹將"
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Base_Con,255,180
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Base_Dex,160,220
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Base_Int,145,170
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Base_Str,210,190
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Extra_Def,285,260
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Hero1,30,27
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Hero2,16,26
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Hero3,7,25
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Magic_Def,210,255
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Max_HP,900,780
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Max_MP,550,740
HERODEVELOPVICE.INI,changed,76,蒼狼三傑,Name,大群主,蒼狼三傑
HERODEVELOPVICE.INI,changed,18,莫名因緣,Base_Dex,725,730
HERODEVELOPVICE.INI,changed,18,莫名因緣,Base_Str,710,720
HERODEVELOPVICE.INI,changed,18,莫名因緣,Extra_Def,930,960
HERODEVELOPVICE.INI,changed,18,莫名因緣,Hero1,96,104
HERODEVELOPVICE.INI,changed,18,莫名因緣,Hero2,97,105
HERODEVELOPVICE.INI,changed,18,莫名因緣,Max_HP,4650,4700
HERODEVELOPVICE.INI,changed,18,莫名因緣,Max_MP,4200,4400
HERODEVELOPVICE.INI,changed,18,莫名因緣,Name,鳳凰誓,莫名因緣
HERODEVELOPVICE.INI,changed,43,北應江雨,Base_Dex,410,525
HERODEVELOPVICE.INI,changed,43,北應江雨,Base_Int,425,430
HERODEVELOPVICE.INI,changed,43,北應江雨,Base_Str,390,425
HERODEVELOPVICE.INI,changed,43,北應江雨,Extra_Def,510,540
HERODEVELOPVICE.INI,changed,43,北應江雨,Hero1,47,46
HERODEVELOPVICE.INI,changed,43,北應江雨,Hero2,41,56
HERODEVELOPVICE.INI,changed,43,北應江雨,Magic_Def,560,570
HERODEVELOPVICE.INI,changed,43,北應江雨,Max_HP,1800,1900
HERODEVELOPVICE.INI,changed,43,北應江雨,Max_MP,2200,2300
HERODEVELOPVICE.INI,changed,43,北應江雨,Name,神與惡魔,北應江雨
HERODEVELOPVICE.INI,changed,64,天授神煉,Base_Con,300,325
HERODEVELOPVICE.INI,changed,64,天授神煉,Base_Dex,250,320
HERODEVELOPVICE.INI,changed,64,天授神煉,Base_Int,280,295
HERODEVELOPVICE.INI,changed,64,天授神煉,Base_Str,320,305
HERODEVELOPVICE.INI,changed,64,天授神煉,Extra_Def,390,480
HERODEVELOPVICE.INI,changed,64,天授神煉,Hero1,41,43
HERODEVELOPVICE.INI,changed,64,天授神煉,Hero2,38,42
HERODEVELOPVICE.INI,changed,64,天授神煉,Magic_Def,425,360
HERODEVELOPVICE.INI,changed,64,天授神煉,Max_HP,1500,1300
HERODEVELOPVICE.INI,changed,64,天授神煉,Max_MP,1500,1400
HERODEVELOPVICE.INI,changed,64,天授神煉,Name,帝國並立,天授神煉
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Base_Con,580,360
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Base_Dex,570,410
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Base_Int,615,350
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Base_Str,550,400
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Extra_Def,840,480
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Hero1,59,61
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Hero2,57,64
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Hero3,58,
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Magic_Def,870,460
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Max_HP,2100,1500
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Max_MP,2900,1750
HERODEVELOPVICE.INI,changed,51,雙頭死神1,Name,三角之盟,雙頭死神1
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Base_Con,460,425
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Base_Dex,510,485
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Base_Int,450,520
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Base_Str,500,470
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Extra_Def,630,620
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Hero2,71,85
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Magic_Def,610,690
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Max_HP,2450,2250
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Max_MP,2700,3000
HERODEVELOPVICE.INI,changed,37,幻世命定者3,Name,雙頭死神3,幻世命定者3
HERODEVELOPVICE.INI,changed,26,一別無期,Base_Con,1400,600
HERODEVELOPVICE.INI,changed,26,一別無期,Base_Dex,1450,0
HERODEVELOPVICE.INI,changed,26,一別無期,Base_Int,1300,600
HERODEVELOPVICE.INI,changed,26,一別無期,Base_Str,1200,0
HERODEVELOPVICE.INI,changed,26,一別無期,Extra_Def,1900,0
HERODEVELOPVICE.INI,changed,26,一別無期,Hero1,60,102
HERODEVELOPVICE.INI,changed,26,一別無期,Hero2,54,55
HERODEVELOPVICE.INI,changed,26,一別無期,Hero3,56,
HERODEVELOPVICE.INI,changed,26,一別無期,Hero4,46,
HERODEVELOPVICE.INI,changed,26,一別無期,Magic_Def,1900,0
HERODEVELOPVICE.INI,changed,26,一別無期,Max_HP,9500,0
HERODEVELOPVICE.INI,changed,26,一別無期,Max_MP,8800,0
HERODEVELOPVICE.INI,changed,26,一別無期,Name,統幻之神,一別無期
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Base_Con,440,380
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Base_Dex,390,435
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Base_Int,405,460
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Base_Str,370,425
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Extra_Def,685,540
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Hero1,72,68
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Hero2,73,69
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Magic_Def,700,590
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Max_HP,2250,1850
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Max_MP,2500,2350
HERODEVELOPVICE.INI,changed,40,幻世命定者2,Name,天翼奇情2,幻世命定者2
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Base_Con,900,0
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Base_Dex,915,1950
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Base_Int,940,0
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Base_Str,950,0
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Extra_Def,1250,600
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Hero1,103,112
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Hero2,118,113
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Hero3,,114
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Hero4,,117
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Magic_Def,1180,700
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Max_HP,5000,7750
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Max_MP,4500,8000
HERODEVELOPVICE.INI,changed,8,雪山蘭蹤,Name,超時空知交,雪山蘭蹤
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Base_Con,1100,880
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Base_Dex,1200,950
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Base_Int,1050,800
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Base_Str,1150,990
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Extra_Def,1650,1300
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Hero1,87,96
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Hero2,86,51
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Hero3,89,52
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Hero4,88,
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Magic_Def,1600,1100
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Max_HP,6750,4500
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Max_MP,6250,3600
HERODEVELOPVICE.INI,changed,29,浴血長阪坡,Name,四魔將,浴血長阪坡
HERODEVELOPVICE.INI,changed,69,問頂仙途,Base_Con,210,220
HERODEVELOPVICE.INI,changed,69,問頂仙途,Base_Dex,255,190
HERODEVELOPVICE.INI,changed,69,問頂仙途,Base_Int,200,240
HERODEVELOPVICE.INI,changed,69,問頂仙途,Base_Str,225,210
HERODEVELOPVICE.INI,changed,69,問頂仙途,Extra_Def,310,300
HERODEVELOPVICE.INI,changed,69,問頂仙途,Hero1,39,44
HERODEVELOPVICE.INI,changed,69,問頂仙途,Hero2,3,21
HERODEVELOPVICE.INI,changed,69,問頂仙途,Magic_Def,290,400
HERODEVELOPVICE.INI,changed,69,問頂仙途,Max_HP,950,700
HERODEVELOPVICE.INI,changed,69,問頂仙途,Max_MP,650,1150
HERODEVELOPVICE.INI,changed,69,問頂仙途,Name,修羅境,問頂仙途
HERODEVELOPVICE.INI,changed,31,對立父女2,Base_Con,840,490
HERODEVELOPVICE.INI,changed,31,對立父女2,Base_Dex,925,570
HERODEVELOPVICE.INI,changed,31,對立父女2,Base_Int,975,600
HERODEVELOPVICE.INI,changed,31,對立父女2,Base_Str,900,510
HERODEVELOPVICE.INI,changed,31,對立父女2,Extra_Def,1300,500
HERODEVELOPVICE.INI,changed,31,對立父女2,Hero1,80,90
HERODEVELOPVICE.INI,changed,31,對立父女2,Hero2,90,73
HERODEVELOPVICE.INI,changed,31,對立父女2,Hero3,89,
HERODEVELOPVICE.INI,changed,31,對立父女2,Magic_Def,1400,1000
HERODEVELOPVICE.INI,changed,31,對立父女2,Max_HP,4800,2700
HERODEVELOPVICE.INI,changed,31,對立父女2,Max_MP,5600,3150
HERODEVELOPVICE.INI,changed,31,對立父女2,Name,三方終局,對立父女2
HERODEVELOPVICE.INI,changed,65,帝國並立,Base_Con,460,300
HERODEVELOPVICE.INI,changed,65,帝國並立,Base_Dex,410,250
HERODEVELOPVICE.INI,changed,65,帝國並立,Base_Int,425,280
HERODEVELOPVICE.INI,changed,65,帝國並立,Base_Str,475,320
HERODEVELOPVICE.INI,changed,65,帝國並立,Extra_Def,635,390
HERODEVELOPVICE.INI,changed,65,帝國並立,Hero1,40,41
HERODEVELOPVICE.INI,changed,65,帝國並立,Hero2,17,38
HERODEVELOPVICE.INI,changed,65,帝國並立,Hero3,18,
HERODEVELOPVICE.INI,changed,65,帝國並立,Magic_Def,555,425
HERODEVELOPVICE.INI,changed,65,帝國並立,Max_HP,2300,1500
HERODEVELOPVICE.INI,changed,65,帝國並立,Max_MP,1900,1500
HERODEVELOPVICE.INI,changed,65,帝國並立,Name,無間煉獄,帝國並立
HERODEVELOPVICE.INI,changed,7,鶴立梅嶺,Base_Dex,1950,0
HERODEVELOPVICE.INI,changed,7,鶴立梅嶺,Base_Int,0,1950
HERODEVELOPVICE.INI,changed,7,鶴立梅嶺,Extra_Def,600,0
HERODEVELOPVICE.INI,changed,7,鶴立梅嶺,Hero4,117,116
HERODEVELOPVICE.INI,changed,7,鶴立梅嶺,Magic_Def,700,1000
HERODEVELOPVICE.INI,changed,7,鶴立梅嶺,Max_HP,7750,5500
HERODEVELOPVICE.INI,changed,7,鶴立梅嶺,Max_MP,8000,8500
HERODEVELOPVICE.INI,changed,7,鶴立梅嶺,Name,雪山蘭蹤,鶴立梅嶺
HERODEVELOPVICE.INI,changed,52,三角之盟,Base_Con,395,580
HERODEVELOPVICE.INI,changed,52,三角之盟,Base_Dex,410,570
HERODEVELOPVICE.INI,changed,52,三角之盟,Base_Int,390,615
HERODEVELOPVICE.INI,changed,52,三角之盟,Base_Str,405,550
HERODEVELOPVICE.INI,changed,52,三角之盟,Extra_Def,475,840
HERODEVELOPVICE.INI,changed,52,三角之盟,Hero2,56,57
HERODEVELOPVICE.INI,changed,52,三角之盟,Hero3,,58
HERODEVELOPVICE.INI,changed,52,三角之盟,Magic_Def,475,870
HERODEVELOPVICE.INI,changed,52,三角之盟,Max_HP,1700,2100
HERODEVELOPVICE.INI,changed,52,三角之盟,Max_MP,1600,2900
HERODEVELOPVICE.INI,changed,52,三角之盟,Name,贖罪轉生,三角之盟
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Base_Con,200,365
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Base_Dex,400,330
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Base_Int,500,335
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Base_Str,300,320
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Extra_Def,250,505
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Hero1,48,22
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Hero2,19,23
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Hero3,20,24
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Hero4,4,
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Magic_Def,600,520
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Max_HP,1500,2360
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Max_MP,2000,1680
HERODEVELOPVICE.INI,changed,67,麒麟傳說,Name,邊緣鬥法,麒麟傳說
HERODEVELOPVICE.INI,changed,77,大群主,Base_Con,110,255
HERODEVELOPVICE.INI,changed,77,大群主,Base_Dex,110,160
HERODEVELOPVICE.INI,changed,77,大群主,Base_Int,110,145
HERODEVELOPVICE.INI,changed,77,大群主,Base_Str,110,210
HERODEVELOPVICE.INI,changed,77,大群主,Extra_Def,135,285
HERODEVELOPVICE.INI,changed,77,大群主,Hero1,8,30
HERODEVELOPVICE.INI,changed,77,大群主,Hero2,10,16
HERODEVELOPVICE.INI,changed,77,大群主,Hero3,11,7
HERODEVELOPVICE.INI,changed,77,大群主,Hero4,9,
HERODEVELOPVICE.INI,changed,77,大群主,Magic_Def,135,210
HERODEVELOPVICE.INI,changed,77,大群主,Max_HP,600,900
HERODEVELOPVICE.INI,changed,77,大群主,Max_MP,400,550
HERODEVELOPVICE.INI,changed,77,大群主,Name,四元素說,大群主
HERODEVELOPVICE.INI,changed,46,情難訴2,Base_Con,245,300
HERODEVELOPVICE.INI,changed,46,情難訴2,Base_Dex,320,440
HERODEVELOPVICE.INI,changed,46,情難訴2,Base_Int,290,430
HERODEVELOPVICE.INI,changed,46,情難訴2,Base_Str,265,340
HERODEVELOPVICE.INI,changed,46,情難訴2,Extra_Def,580,440
HERODEVELOPVICE.INI,changed,46,情難訴2,Hero1,89,69
HERODEVELOPVICE.INI,changed,46,情難訴2,Hero2,72,75
HERODEVELOPVICE.INI,changed,46,情難訴2,Magic_Def,270,600
HERODEVELOPVICE.INI,changed,46,情難訴2,Max_HP,1650,1600
HERODEVELOPVICE.INI,changed,46,情難訴2,Max_MP,1700,1900
HERODEVELOPVICE.INI,changed,46,情難訴2,Name,黑翼之血2,情難訴2
HERODEVELOPVICE.INI,changed,74,摩羅神話,Base_Con,140,500
HERODEVELOPVICE.INI,changed,74,摩羅神話,Base_Dex,185,340
HERODEVELOPVICE.INI,changed,74,摩羅神話,Base_Int,215,400
HERODEVELOPVICE.INI,changed,74,摩羅神話,Base_Str,160,475
HERODEVELOPVICE.INI,changed,74,摩羅神話,Extra_Def,225,735
HERODEVELOPVICE.INI,changed,74,摩羅神話,Hero1,31,37
HERODEVELOPVICE.INI,changed,74,摩羅神話,Hero2,1,30
HERODEVELOPVICE.INI,changed,74,摩羅神話,Hero3,2,16
HERODEVELOPVICE.INI,changed,74,摩羅神話,Hero4,,7
HERODEVELOPVICE.INI,changed,74,摩羅神話,Magic_Def,290,640
HERODEVELOPVICE.INI,changed,74,摩羅神話,Max_HP,620,1100
HERODEVELOPVICE.INI,changed,74,摩羅神話,Max_MP,850,900
HERODEVELOPVICE.INI,changed,74,摩羅神話,Name,東海龍宮,摩羅神話
HERODEVELOPVICE.INI,changed,20,途歸仙湖,Base_Dex,0,925
HERODEVELOPVICE.INI,changed,20,途歸仙湖,Base_Str,925,0
HERODEVELOPVICE.INI,changed,20,途歸仙湖,Hero2,99,98
HERODEVELOPVICE.INI,changed,20,途歸仙湖,Name,天縱驕情,途歸仙湖
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Base_Con,850,1290
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Base_Dex,840,1295
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Base_Int,825,1270
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Base_Str,790,1220
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Extra_Def,850,1500
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Hero1,109,97
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Hero2,110,109
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Hero3,,110
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Magic_Def,950,1525
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Max_HP,5000,8800
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Max_MP,5500,8600
HERODEVELOPVICE.INI,changed,14,鳳行天涯,Name,樺夜長守,鳳行天涯
HERODEVELOPVICE.INI,changed,16,天命宿怨,Base_Con,650,1000
HERODEVELOPVICE.INI,changed,16,天命宿怨,Base_Dex,910,1400
HERODEVELOPVICE.INI,changed,16,天命宿怨,Base_Int,925,1200
HERODEVELOPVICE.INI,changed,16,天命宿怨,Base_Str,880,1350
HERODEVELOPVICE.INI,changed,16,天命宿怨,Extra_Def,600,1500
HERODEVELOPVICE.INI,changed,16,天命宿怨,Hero1,106,105
HERODEVELOPVICE.INI,changed,16,天命宿怨,Hero2,107,106
HERODEVELOPVICE.INI,changed,16,天命宿怨,Hero3,,108
HERODEVELOPVICE.INI,changed,16,天命宿怨,Magic_Def,950,1250
HERODEVELOPVICE.INI,changed,16,天命宿怨,Max_HP,4000,9250
HERODEVELOPVICE.INI,changed,16,天命宿怨,Max_MP,6000,7700
HERODEVELOPVICE.INI,changed,16,天命宿怨,Name,魔眷血脈,天命宿怨
HERODEVELOPVICE.INI,changed,30,四魔將,Base_Con,490,1100
HERODEVELOPVICE.INI,changed,30,四魔將,Base_Dex,570,1200
HERODEVELOPVICE.INI,changed,30,四魔將,Base_Int,600,1050
HERODEVELOPVICE.INI,changed,30,四魔將,Base_Str,510,1150
HERODEVELOPVICE.INI,changed,30,四魔將,Extra_Def,500,1650
HERODEVELOPVICE.INI,changed,30,四魔將,Hero1,90,87
HERODEVELOPVICE.INI,changed,30,四魔將,Hero2,73,86
HERODEVELOPVICE.INI,changed,30,四魔將,Hero3,,89
